gene_id,K002000061_49347,K002000061_49348,K002000061_49350,K002000061_49346,K002000061_49349,K002000061_49351
XLOC_014282,0,0,0,0,0,0
XLOC_014289,182,203,136,198,241,216
XLOC_014288,0,0,0,0,0,0
XLOC_008293,0,0,0,0,0,0
XLOC_008292,0,0,0,0,0,0
XLOC_008291,197,238,243,179,179,200
XLOC_008290,17,13,14,16,15,14
XLOC_008297,0,0,0,0,0,0
XLOC_008296,0,0,0,0,0,0
XLOC_008295,0,0,0,0,0,0
XLOC_008294,1386,1644,1460,1434,1564,1625
XLOC_023214,42,18,11,38,38,17
XLOC_023215,954,1217,987,1581,1892,1626
XLOC_008299,5,8,0,5,12,0
XLOC_023217,0,0,0,0,0,0
XLOC_023210,72,73,54,68,61,66
XLOC_023211,0,0,0,0,0,0
XLOC_023212,0,0,0,4,0,0
XLOC_023213,306,285,202,209,280,278
XLOC_025326,2,0,0,0,0,0
XLOC_025327,39,37,27,28,46,38
XLOC_025324,1985,1808,1905,1595,1855,1794
XLOC_025325,0,0,0,0,0,0
XLOC_025322,3848,4443,3794,3582,4277,3715
XLOC_025323,200,168,134,188,157,143
XLOC_025320,6,0,5,0,0,0
XLOC_025321,0,0,0,0,0,0
XLOC_025328,0,0,0,0,0,0
XLOC_025329,0,2,0,0,7,0
XLOC_026590,0,0,0,0,0,0
XLOC_013883,0,0,0,0,0,0
XLOC_026592,82,85,85,63,93,99
XLOC_026593,3,6,3,6,0,3
XLOC_013886,0,0,0,0,0,0
XLOC_013887,498,519,557,476,672,534
XLOC_026596,0,0,0,0,0,0
XLOC_013885,0,0,0,0,0,0
XLOC_026598,4108,4227,4166,3335,4011,3955
XLOC_026599,3,4,0,1,1,4
XLOC_013888,1443,2194,1812,1603,1733,1858
XLOC_013889,239,498,274,331,259,312
XLOC_007988,201,474,358,341,564,364
XLOC_013774,0,0,0,0,0,0
XLOC_013775,0,0,0,0,0,0
XLOC_013776,0,0,0,0,0,0
XLOC_013777,11,23,12,13,0,3
XLOC_013770,104,127,94,132,112,125
XLOC_013771,189,229,243,221,280,287
XLOC_013772,20,42,26,18,22,23
XLOC_013773,0,0,0,0,0,0
XLOC_007989,87,73,64,72,109,92
XLOC_013778,24,15,12,0,25,32
XLOC_013779,0,0,0,0,0,0
XLOC_020743,3,0,0,0,0,0
XLOC_020742,162,266,218,223,215,272
XLOC_020741,0,0,0,0,0,0
XLOC_020740,29,23,34,20,33,48
XLOC_020747,0,0,0,0,0,0
XLOC_020746,0,0,0,0,0,0
XLOC_020745,181,212,232,182,207,191
XLOC_020744,0,0,0,0,3,0
XLOC_020749,13,0,15,0,14,13
XLOC_020748,2243,2686,2336,2280,2877,2798
XLOC_017253,85217,69232,326044,52123,253533,221267
XLOC_017252,0,0,0,0,0,0
XLOC_017251,0,0,0,3,3,0
XLOC_017250,8,0,0,3,2,5
XLOC_017257,9,20,15,20,17,21
XLOC_017256,368,447,385,379,445,466
XLOC_017255,4,6,2,4,8,3
XLOC_017254,93127,74787,89407,58423,71152,64066
XLOC_017259,512,742,695,653,820,628
XLOC_017258,8,18,18,33,28,15
XLOC_022675,0,6,9,0,3,5
XLOC_022674,0,0,0,0,0,0
XLOC_022677,30,53,44,39,49,47
XLOC_022676,369,537,371,244,358,374
XLOC_022671,7,11,5,4,9,15
XLOC_022670,0,0,0,0,0,0
XLOC_022673,5,7,7,5,11,0
XLOC_022672,206,191,156,172,173,199
XLOC_022679,0,0,0,0,0,0
XLOC_022678,0,4,3,3,0,0
XLOC_020295,2066,2192,2008,1957,2266,2091
XLOC_020294,0,0,0,0,0,0
XLOC_027245,0,0,0,0,0,0
XLOC_020296,1595,1930,1836,1701,1834,1827
XLOC_020291,3,3,0,0,0,0
XLOC_027242,0,0,0,0,0,0
XLOC_027241,0,0,0,0,0,0
XLOC_020292,167,232,232,208,138,183
XLOC_020299,117,170,132,144,176,249
XLOC_020298,0,0,0,0,0,0
XLOC_027249,0,0,0,0,0,0
XLOC_027248,0,0,0,0,0,0
XLOC_021164,11,10,6,15,7,0
XLOC_021165,1136,1454,1182,1067,1432,1422
XLOC_021166,204,342,171,195,201,213
XLOC_021167,27,65,42,35,41,44
XLOC_021160,5533,5582,5436,5081,5792,6174
XLOC_021161,3,0,0,0,0,4
XLOC_022589,0,0,0,0,0,0
XLOC_022588,0,0,0,0,0,0
XLOC_022587,0,0,0,0,0,0
XLOC_022586,0,0,0,0,0,0
XLOC_022585,0,0,0,0,0,0
XLOC_022584,0,0,0,0,0,0
XLOC_022583,2341,1987,1950,1527,1991,1762
XLOC_022582,82,85,97,77,118,92
XLOC_022581,23,22,17,20,31,22
XLOC_022580,4,3,0,0,3,2
XLOC_024538,0,0,0,0,0,0
XLOC_024539,197,143,235,165,220,238
XLOC_024534,48462,50553,42682,44935,49073,53932
XLOC_024535,0,0,0,0,0,1
XLOC_024536,4,0,0,0,0,0
XLOC_024537,0,0,0,0,0,0
XLOC_024530,0,0,0,0,0,0
XLOC_024531,0,0,0,0,0,6
XLOC_024532,0,0,0,0,0,0
XLOC_024533,7,12,0,10,23,16
XLOC_000879,208,182,190,129,249,189
XLOC_000878,0,0,0,0,0,6
XLOC_000877,0,6,4,11,0,2
XLOC_000876,11,16,24,24,11,17
XLOC_000875,1002,1222,1042,939,1122,1088
XLOC_000874,0,0,0,0,0,0
XLOC_000873,0,0,0,0,0,0
XLOC_000872,0,0,0,0,0,0
XLOC_000871,235,261,228,211,265,221
XLOC_000870,1799,1810,1880,1515,1917,1939
XLOC_023984,398,328,396,342,388,398
XLOC_023985,3740,6871,6161,5877,7194,5872
XLOC_023986,1748,2443,2214,1528,1992,1583
XLOC_023987,0,0,0,0,0,0
XLOC_023980,5513,7836,5397,5585,4855,6703
XLOC_023981,4993,6045,6071,5278,6350,5837
XLOC_023982,234,359,270,218,206,292
XLOC_023983,10822,11769,8468,9698,11973,11162
XLOC_023988,1138,1294,1218,1114,1524,1328
XLOC_023989,5962,7165,5845,5387,6094,6948
XLOC_014502,3753,3591,3789,3218,4040,3715
XLOC_014503,7426,7673,7456,6439,8110,7580
XLOC_014500,8696,8358,9488,7518,8910,8044
XLOC_014501,53,80,39,33,47,43
XLOC_014506,77,119,90,65,71,65
XLOC_014507,2,0,0,0,0,0
XLOC_014504,6095,6112,6125,5371,6711,6172
XLOC_014505,5866,5617,5881,5098,6598,5578
XLOC_014508,580,531,557,538,573,457
XLOC_014509,1255,1326,1417,1390,1451,1470
XLOC_019035,0,0,0,0,0,0
XLOC_019034,0,0,0,0,0,0
XLOC_019037,0,0,0,0,0,0
XLOC_019036,0,0,0,0,0,0
XLOC_019031,323,295,333,275,422,325
XLOC_019030,0,0,5,0,0,2
XLOC_019033,143,111,111,133,156,105
XLOC_019032,529,427,460,458,622,493
XLOC_019039,0,0,0,0,0,0
XLOC_019038,0,0,0,0,0,0
XLOC_016614,0,0,0,0,0,0
XLOC_016615,2,12,0,0,3,3
XLOC_016616,0,0,0,0,0,0
XLOC_016617,0,0,0,0,0,0
XLOC_006332,9,7,11,2,6,2
XLOC_006333,0,0,0,0,0,0
XLOC_006330,91,55,77,62,85,64
XLOC_006331,77,77,77,48,67,62
XLOC_025159,69,73,74,49,57,69
XLOC_016618,0,0,0,0,0,0
XLOC_016619,0,0,0,8,6,3
XLOC_006338,52,69,87,53,119,72
XLOC_006339,99,89,109,68,133,147
XLOC_025663,0,3,0,0,3,0
XLOC_025662,0,0,0,0,0,0
XLOC_025661,0,0,0,0,0,0
XLOC_025660,11,13,9,19,5,13
XLOC_025667,17215,15703,16989,14553,20170,18385
XLOC_025666,2146,2328,2402,2540,3446,2791
XLOC_025665,0,0,0,0,0,0
XLOC_025664,3,8,13,11,9,6
XLOC_025669,6,5,6,5,3,3
XLOC_025668,7137,6541,6863,6151,7565,7016
XLOC_004859,0,0,6,0,7,0
XLOC_004858,11,0,8,0,5,4
XLOC_011627,914,1039,925,1025,1112,1115
XLOC_011620,11923,12901,11007,11116,13854,12507
XLOC_010519,4142,4629,4537,3969,5086,4403
XLOC_010518,953,1034,988,1474,1886,1732
XLOC_010511,1878,2033,2089,1816,2129,1974
XLOC_010510,74,71,63,49,70,72
XLOC_010513,149,142,127,98,135,130
XLOC_010512,1973,1785,1956,1466,1868,1627
XLOC_010515,290,307,311,296,306,332
XLOC_010514,2232,2293,2216,1855,2333,2137
XLOC_010517,193,192,179,152,157,208
XLOC_010516,610,692,692,599,792,719
XLOC_007065,0,0,0,0,0,0
XLOC_007064,2751,2995,3124,2836,3336,2927
XLOC_007067,0,0,0,0,0,0
XLOC_011621,0,0,0,0,0,0
XLOC_007061,0,0,0,0,0,0
XLOC_007060,14,26,16,15,22,13
XLOC_007063,38,51,70,90,51,59
XLOC_007062,121,75,84,74,103,127
XLOC_007069,3,0,0,0,0,0
XLOC_007068,4521,5129,4717,4377,5253,5347
XLOC_018078,603,595,520,712,920,795
XLOC_018079,141,183,150,156,182,216
XLOC_018076,0,0,0,0,0,0
XLOC_018077,112,144,101,84,114,129
XLOC_018074,6,9,5,10,4,7
XLOC_018075,6,13,12,10,14,18
XLOC_018072,8,13,6,6,3,13
XLOC_018073,288,362,253,254,418,323
XLOC_018070,41,53,51,35,57,26
XLOC_018071,0,0,0,0,0,0
XLOC_011623,455,456,522,271,423,391
XLOC_012610,0,0,0,0,0,0
XLOC_012611,39246,38866,37798,37998,49020,41342
XLOC_012612,4104,4223,4111,4230,4848,4747
XLOC_012613,26,28,31,26,22,28
XLOC_012614,2430,2222,2440,2133,2577,2361
XLOC_012615,111,96,77,74,87,76
XLOC_012616,211,268,211,207,172,225
XLOC_012617,452,605,527,409,524,548
XLOC_012618,3828,3629,3635,3494,4116,3994
XLOC_012619,0,2,3,3,0,7
XLOC_016725,971,988,914,1059,1245,1119
XLOC_011063,1417,3647,3459,2792,4384,3803
XLOC_016726,133,115,105,121,146,128
XLOC_000594,0,0,0,0,0,0
XLOC_000595,6,9,7,10,8,10
XLOC_000596,0,2,0,1,2,0
XLOC_000597,87,30,54,31,33,45
XLOC_000590,4,0,0,0,3,0
XLOC_000591,0,9,6,0,0,0
XLOC_000592,0,0,0,0,0,0
XLOC_000593,0,0,0,0,0,0
XLOC_005517,3,1,3,3,0,0
XLOC_005516,568,827,626,678,756,769
XLOC_005515,990,1032,950,951,1101,1046
XLOC_005514,0,0,0,0,0,0
XLOC_000598,689,629,676,704,853,793
XLOC_005512,0,0,0,0,0,0
XLOC_005511,0,0,0,0,0,0
XLOC_005510,45,34,60,38,60,46
XLOC_016720,0,0,8,0,0,10
XLOC_016721,0,0,0,0,0,0
XLOC_000048,0,0,0,0,0,2
XLOC_000049,3,0,11,11,15,4
XLOC_000046,660,899,890,945,1211,1167
XLOC_000047,0,0,0,0,0,0
XLOC_000044,451,371,379,382,387,381
XLOC_000045,119,170,117,108,139,152
XLOC_000042,3,19,2,4,14,8
XLOC_000043,16,17,10,42,31,27
XLOC_000040,21,17,19,12,17,14
XLOC_000041,68,91,83,83,65,84
XLOC_023159,23,45,27,41,65,27
XLOC_023158,27,52,35,42,31,43
XLOC_023153,0,0,0,0,0,0
XLOC_023152,0,0,0,0,0,0
XLOC_023151,0,0,0,0,0,0
XLOC_023150,0,0,0,0,0,0
XLOC_023157,41,74,19,66,44,46
XLOC_023156,0,0,0,3,0,0
XLOC_023155,0,0,5,8,14,0
XLOC_023154,107,135,168,328,358,408
XLOC_003586,3411,3396,3271,3179,3676,3442
XLOC_003587,3,3,3,0,3,14
XLOC_003584,0,0,0,0,0,0
XLOC_003585,4,0,4,1,0,6
XLOC_003582,27,30,32,18,33,40
XLOC_003583,0,0,0,0,0,0
XLOC_003580,764,1038,954,769,904,1049
XLOC_003581,0,0,0,0,3,0
XLOC_003588,340,408,392,329,455,385
XLOC_003589,1722,3514,2117,2142,1490,2423
XLOC_007807,2,0,3,15,0,7
XLOC_007806,7954,7564,7245,6691,8486,7635
XLOC_007805,107,194,98,98,102,172
XLOC_007804,65,56,46,59,84,59
XLOC_007803,2986,2798,2785,2451,3489,3239
XLOC_007802,11,6,7,6,7,13
XLOC_007801,0,0,0,0,0,0
XLOC_007800,0,7,3,3,0,3
XLOC_007809,3854,4039,3920,3499,4138,3636
XLOC_007808,1601,1770,1636,1608,1698,1643
XLOC_002358,1984,3922,3536,2361,3771,3540
XLOC_002359,15750,14674,14812,14476,18281,15869
XLOC_002354,0,0,0,0,0,0
XLOC_002355,0,0,0,0,0,0
XLOC_002356,0,0,0,0,0,0
XLOC_002357,89,36,47,85,119,72
XLOC_002350,0,4,0,4,0,0
XLOC_002351,3,8,0,0,4,4
XLOC_002352,0,0,0,0,0,0
XLOC_002353,3,5,4,2,3,0
XLOC_002978,0,0,0,0,0,0
XLOC_002979,442,371,344,289,389,389
XLOC_002970,0,0,0,0,0,0
XLOC_002971,0,0,0,0,0,0
XLOC_002972,0,0,0,0,0,0
XLOC_002973,0,0,0,0,0,0
XLOC_002974,0,0,0,0,0,0
XLOC_002975,0,0,0,0,0,0
XLOC_002976,0,0,0,0,0,0
XLOC_002977,0,0,0,0,0,0
XLOC_003003,80,76,78,49,77,48
XLOC_008050,94,54,66,25,35,47
XLOC_008053,3915,3877,3678,3560,4288,3819
XLOC_008052,0,0,0,0,0,3
XLOC_008055,0,0,3,0,0,5
XLOC_008054,10,17,7,21,14,37
XLOC_008057,0,0,0,0,0,0
XLOC_003004,0,0,0,0,0,0
XLOC_008059,0,0,0,0,0,0
XLOC_008058,0,12,2,0,3,3
XLOC_003009,43,31,50,35,34,24
XLOC_003008,0,2,1,5,3,4
XLOC_008947,705,1214,729,690,658,927
XLOC_008946,104,162,121,158,128,166
XLOC_008945,5519,7239,7062,5796,7256,6285
XLOC_008944,1867,1659,1718,1537,1748,1563
XLOC_008943,111,75,87,91,126,81
XLOC_008942,6,0,0,5,7,9
XLOC_008941,0,0,0,0,0,0
XLOC_008940,2403,2931,2524,2411,2870,2798
XLOC_008949,4004,3592,4152,4103,5208,4102
XLOC_008948,375,370,373,299,354,285
XLOC_009098,3807,5677,4494,3946,4451,5565
XLOC_009099,6430,6179,5873,5395,6784,6059
XLOC_009092,0,0,0,0,0,0
XLOC_009093,213,239,233,207,193,299
XLOC_009090,0,1,3,5,0,4
XLOC_009091,3,0,0,0,2,0
XLOC_009096,3781,7960,5183,5471,4051,6374
XLOC_009097,2606,2423,2594,2526,2821,2661
XLOC_009094,107,101,71,132,135,129
XLOC_009095,2173,2226,2164,2019,2302,2271
XLOC_011029,34,44,41,38,48,57
XLOC_010194,115,107,81,82,152,87
XLOC_007601,8,15,13,3,11,3
XLOC_007600,0,0,0,0,0,0
XLOC_010337,992,1254,1109,979,1109,1047
XLOC_016058,0,0,0,0,0,0
XLOC_016059,2374,2489,2590,2509,3391,2948
XLOC_016052,1977,1997,2131,1790,2027,2135
XLOC_007605,349,398,358,239,282,289
XLOC_016050,808,1085,841,797,935,891
XLOC_016051,1160,1532,1324,1186,1232,1315
XLOC_016056,0,0,0,0,0,0
XLOC_016057,400,465,412,437,474,496
XLOC_016054,0,0,0,0,0,0
XLOC_010330,44,47,39,35,31,50
XLOC_010333,163,436,360,289,345,356
XLOC_010332,36,59,61,36,48,53
XLOC_004623,23,19,9,6,15,16
XLOC_012526,0,0,0,0,0,0
XLOC_012527,554,546,419,1426,1800,1434
XLOC_005818,0,0,0,0,0,0
XLOC_012525,0,0,0,0,0,0
XLOC_002844,3205,3926,3719,3325,4204,3683
XLOC_002845,0,42,24,36,24,19
XLOC_012528,0,0,0,0,0,0
XLOC_012529,117,100,119,134,140,149
XLOC_002840,130,96,119,43,45,70
XLOC_005813,0,0,0,0,0,0
XLOC_005810,0,0,0,0,0,0
XLOC_005811,0,0,3,3,0,4
XLOC_002544,23,41,25,44,35,32
XLOC_005978,46,53,50,51,54,46
XLOC_022669,0,3,3,0,5,0
XLOC_017860,0,0,0,0,0,0
XLOC_017861,6235,9940,8395,7419,9167,8526
XLOC_017862,47,39,26,35,45,20
XLOC_017863,4403,5263,4774,4465,5044,5465
XLOC_017864,10136,12368,10842,9950,11333,11716
XLOC_017865,2865,3341,2963,3085,3579,3226
XLOC_017866,20,19,16,34,49,58
XLOC_017867,24,13,10,11,35,28
XLOC_017868,43,35,17,33,53,64
XLOC_017869,1196,1132,902,1221,1439,1508
XLOC_015378,756,746,700,676,811,745
XLOC_014986,0,0,0,0,7,0
XLOC_014987,0,0,0,0,0,0
XLOC_014984,0,0,0,0,0,0
XLOC_014985,0,0,0,0,0,0
XLOC_014982,141,163,163,135,212,159
XLOC_014983,1710,1456,1596,1311,1276,1162
XLOC_014980,0,0,0,0,0,0
XLOC_014981,0,0,0,0,0,0
XLOC_014988,0,6,0,0,0,15
XLOC_014989,3,9,7,0,0,0
XLOC_013789,362,1039,1032,762,1074,901
XLOC_013788,16,26,43,11,29,13
XLOC_024286,10762,10689,10419,10053,11903,10921
XLOC_024287,71,177,143,152,170,158
XLOC_024284,119,169,90,82,103,112
XLOC_024285,0,0,0,0,0,0
XLOC_024282,0,0,0,0,0,0
XLOC_024283,0,0,0,0,0,0
XLOC_024280,292,298,236,275,322,276
XLOC_024281,157,159,162,126,212,144
XLOC_024288,0,0,0,7,0,0
XLOC_024289,650,810,563,583,677,757
XLOC_014362,4046,3962,4251,3807,5051,4115
XLOC_014363,4867,5059,4841,4799,5187,4827
XLOC_014360,371,2445,2128,1354,2664,2346
XLOC_014361,7064,8126,7653,9558,11158,10246
XLOC_014366,17,0,7,10,4,15
XLOC_014367,2646,3046,2843,2572,2941,2871
XLOC_014364,1,0,0,0,0,2
XLOC_014365,39,49,46,22,24,19
XLOC_014368,13,28,20,19,19,19
XLOC_014369,8876,8465,8421,8488,10603,9353
XLOC_023399,7,33,0,27,33,23
XLOC_023398,342,350,329,285,421,303
XLOC_023391,882,969,860,826,906,807
XLOC_008551,1689,1791,1881,1684,1833,1848
XLOC_023393,0,0,0,0,0,0
XLOC_023392,0,0,0,0,0,0
XLOC_023395,1225,1469,1140,1006,1222,1250
XLOC_023394,302,325,341,298,243,268
XLOC_023397,671,596,633,523,595,605
XLOC_023396,266,275,305,214,295,228
XLOC_016809,112,85,71,86,158,181
XLOC_016808,5004,7606,5560,5491,5289,6482
XLOC_011859,29,42,39,36,42,56
XLOC_011858,199,370,258,216,289,369
XLOC_011857,3564,5342,4274,4339,4286,5459
XLOC_011856,0,0,0,0,0,0
XLOC_011855,0,0,0,0,0,0
XLOC_011854,356,342,375,371,371,395
XLOC_011853,0,0,0,0,0,0
XLOC_011852,0,7,4,0,0,0
XLOC_016807,61,74,75,69,72,84
XLOC_016806,93,126,94,136,150,120
XLOC_026419,0,0,0,0,0,0
XLOC_026418,4751,5094,5143,5308,6129,6152
XLOC_026415,232,180,172,170,184,183
XLOC_026414,597,933,700,590,584,776
XLOC_026417,301,215,271,227,271,248
XLOC_026416,191,250,235,229,279,290
XLOC_026411,5860,5943,5995,5463,6564,6214
XLOC_026410,109,138,127,109,103,140
XLOC_026413,865,1249,984,865,877,1099
XLOC_026412,3627,3673,4008,4031,4600,4513
XLOC_020152,3047,2913,2638,2237,2793,2796
XLOC_020153,29761,28977,27556,24313,28730,27176
XLOC_020150,0,0,0,0,0,0
XLOC_020151,105,113,121,101,95,104
XLOC_020156,372378,331398,369282,307988,364573,322970
XLOC_020157,0,0,0,0,5,0
XLOC_020154,614,460,440,378,554,498
XLOC_020155,49,69,70,64,61,57
XLOC_020158,0,0,0,0,0,0
XLOC_020159,5,5,7,4,4,8
XLOC_021825,838,732,792,786,800,830
XLOC_021824,41694,40890,41754,36030,43217,39524
XLOC_021827,4,1,0,1,0,2
XLOC_021826,1,8,5,6,10,10
XLOC_021821,0,0,0,0,0,0
XLOC_021820,620,568,586,549,631,612
XLOC_021823,0,0,0,0,0,0
XLOC_021822,0,0,0,6,7,0
XLOC_012878,3,0,0,0,0,0
XLOC_021829,20,20,13,9,9,15
XLOC_021828,103,143,106,71,135,239
XLOC_015578,699,1699,850,1049,844,1260
XLOC_015579,1700,1747,1757,1613,2026,2167
XLOC_015570,0,0,0,0,0,0
XLOC_015571,235,212,202,215,254,181
XLOC_015572,279,199,293,211,266,244
XLOC_015573,0,0,0,0,0,0
XLOC_015574,3,3,2,4,2,2
XLOC_015575,0,0,0,0,0,3
XLOC_015576,234,221,337,179,266,173
XLOC_015577,1926,3360,2110,1767,2330,3037
XLOC_007399,7,15,5,5,2,10
XLOC_007398,10,4,13,17,12,15
XLOC_007397,619,815,770,649,716,742
XLOC_007396,0,0,0,0,0,0
XLOC_007395,0,0,0,0,0,0
XLOC_007394,0,0,0,0,0,0
XLOC_007393,0,0,0,0,0,0
XLOC_007392,0,0,0,0,0,0
XLOC_007391,0,0,0,0,0,0
XLOC_007390,0,3,0,0,0,2
XLOC_017042,3,8,4,2,6,2
XLOC_017043,0,0,0,0,0,0
XLOC_017040,0,0,0,0,0,0
XLOC_012033,3684,4356,3444,3623,3762,4202
XLOC_017046,25,26,20,9,19,19
XLOC_017047,3,0,0,0,0,0
XLOC_017044,64,139,94,114,100,93
XLOC_012037,0,0,0,0,0,0
XLOC_012038,0,0,0,0,0,0
XLOC_012039,0,0,0,0,0,0
XLOC_017048,0,0,0,0,0,0
XLOC_017049,0,0,0,0,0,4
XLOC_022424,0,3,0,0,0,0
XLOC_019917,0,0,0,0,0,0
XLOC_019914,622,700,679,711,886,806
XLOC_019915,34,54,50,37,41,30
XLOC_019912,0,0,0,0,1,0
XLOC_019913,0,0,0,0,0,0
XLOC_019910,3,0,0,0,0,0
XLOC_019911,0,4,5,0,0,0
XLOC_022428,0,0,2,0,0,1
XLOC_022429,0,0,0,0,0,0
XLOC_019918,20,25,29,19,53,54
XLOC_019919,0,0,0,0,0,0
XLOC_010890,38,52,60,53,70,76
XLOC_010891,0,0,0,0,0,0
XLOC_010892,52,48,49,57,57,52
XLOC_010893,0,0,0,0,0,0
XLOC_010894,3,0,0,0,0,3
XLOC_010895,27,34,25,20,41,21
XLOC_010896,2093,2005,2094,1931,2279,1985
XLOC_010897,0,0,2,4,0,4
XLOC_010898,16,49,18,26,25,37
XLOC_010899,5,6,5,10,3,5
XLOC_015538,0,0,0,0,0,0
XLOC_005896,228,454,281,225,474,310
XLOC_005897,10021,8424,9044,10513,14176,10977
XLOC_005894,0,0,0,1,0,0
XLOC_005895,0,1,0,3,5,3
XLOC_005892,0,0,0,0,0,0
XLOC_005893,0,0,0,0,0,0
XLOC_005890,0,0,0,0,0,0
XLOC_005891,0,0,0,0,0,0
XLOC_015539,9,0,7,10,9,15
XLOC_005898,14,8,8,8,0,4
XLOC_005899,62,85,83,70,73,76
XLOC_024703,0,0,0,0,0,0
XLOC_024702,0,0,0,0,0,0
XLOC_024701,5,0,0,0,0,0
XLOC_024700,128,90,82,89,79,85
XLOC_024707,399,991,870,801,880,850
XLOC_024706,0,0,0,0,0,0
XLOC_024705,0,0,0,0,0,0
XLOC_024704,2,0,0,0,0,0
XLOC_024709,0,0,0,0,0,0
XLOC_024708,0,0,0,0,0,0
XLOC_000628,0,0,0,0,0,0
XLOC_000629,55,52,47,59,53,55
XLOC_000626,0,3,0,0,9,10
XLOC_000627,0,0,0,0,0,0
XLOC_000624,2061,2263,2243,2261,2465,2312
XLOC_000625,35,39,43,47,47,52
XLOC_000622,0,0,0,0,0,5
XLOC_000623,0,0,0,0,0,0
XLOC_000620,0,0,0,0,0,0
XLOC_000621,7,16,3,21,20,32
XLOC_006273,442,418,382,316,417,351
XLOC_006272,2942,3286,3224,2771,3613,3334
XLOC_006271,4,0,0,0,0,0
XLOC_006270,0,0,0,0,0,0
XLOC_006277,5,7,6,3,4,11
XLOC_006276,0,0,0,0,0,0
XLOC_006275,159,172,174,152,179,211
XLOC_006274,0,0,0,0,0,2
XLOC_006279,0,0,3,0,0,0
XLOC_006278,0,0,0,0,0,0
XLOC_011079,0,0,0,0,0,0
XLOC_019265,0,0,0,0,0,0
XLOC_019266,267,211,204,259,337,286
XLOC_019267,2,2,7,2,2,2
XLOC_019260,0,0,0,0,0,0
XLOC_019261,7,10,0,2,3,0
XLOC_019262,61,46,54,48,93,58
XLOC_019263,275,455,333,303,347,336
XLOC_011071,241,258,224,247,322,264
XLOC_011070,5497,5645,5303,5015,5700,5543
XLOC_011073,0,0,0,2,0,2
XLOC_011072,9,2,9,7,9,5
XLOC_011075,2019,2032,1940,1903,2129,1986
XLOC_011074,2883,2703,2978,2225,3468,3269
XLOC_011077,0,5,3,0,0,0
XLOC_011076,0,0,0,0,0,0
XLOC_018799,0,6,0,6,4,0
XLOC_018798,0,0,5,0,22,0
XLOC_018797,4,2,10,5,32,3
XLOC_018796,301,247,288,182,164,147
XLOC_018795,0,0,0,0,0,0
XLOC_018794,0,0,0,0,0,0
XLOC_018793,36505,39084,37432,34415,39812,37905
XLOC_018792,0,0,0,0,0,0
XLOC_018791,0,0,0,0,0,0
XLOC_018790,7,19,17,25,7,25
XLOC_018139,0,0,0,0,0,0
XLOC_018138,0,0,0,0,0,0
XLOC_018133,6,4,7,9,8,8
XLOC_018132,8033,7980,8483,7511,8053,7205
XLOC_018131,533,693,512,546,654,667
XLOC_018130,721,791,755,582,780,713
XLOC_018137,408,426,386,330,508,412
XLOC_018136,4209,4345,3977,3687,4199,4050
XLOC_018135,0,0,0,0,0,0
XLOC_018134,0,0,0,3,1,0
XLOC_010308,515,648,515,552,566,621
XLOC_010309,6,0,4,0,0,4
XLOC_010300,82,74,72,65,45,60
XLOC_010301,1964,2081,2138,1864,2220,2114
XLOC_010302,1429,1204,1264,1386,1343,1176
XLOC_010303,1629,2110,1761,2053,1936,2075
XLOC_010304,13,9,28,22,12,8
XLOC_010305,10,11,13,13,8,14
XLOC_010306,4,4,4,6,3,7
XLOC_010307,0,0,0,0,0,0
XLOC_007634,2844,4237,3221,3064,3297,3671
XLOC_007635,391,426,413,324,335,359
XLOC_007636,36,99,118,111,98,110
XLOC_007637,0,0,0,0,0,0
XLOC_012799,7,0,0,0,0,0
XLOC_012798,0,0,0,0,0,0
XLOC_007632,0,0,0,0,0,0
XLOC_007633,0,0,0,0,0,0
XLOC_012795,154,172,204,133,182,207
XLOC_012794,0,0,0,0,0,0
XLOC_012797,210,166,249,125,153,107
XLOC_012796,1571,1585,1211,1418,1773,1464
XLOC_007638,120,106,112,87,106,93
XLOC_007639,108,124,117,67,92,92
XLOC_012793,9729,10353,10099,9472,11087,10209
XLOC_012792,100,97,89,96,97,125
XLOC_002578,24,18,12,18,23,29
XLOC_002579,0,0,0,0,0,0
XLOC_005708,18593,21193,19953,11247,13681,14351
XLOC_005709,2505,2498,2506,2317,2899,2721
XLOC_002574,2,1,6,2,0,0
XLOC_002575,0,0,0,0,0,7
XLOC_002576,2543,1973,1962,2789,3361,1956
XLOC_002577,11,12,12,12,13,3
XLOC_002570,2043,1970,1968,1849,2282,2016
XLOC_002571,0,0,0,0,0,0
XLOC_002572,5,7,7,5,16,7
XLOC_005701,0,0,0,0,0,0
XLOC_012867,415,319,384,338,431,444
XLOC_012866,149,176,208,149,174,183
XLOC_012865,0,2,4,5,4,4
XLOC_012864,6,11,2,9,9,7
XLOC_012863,135,89,122,93,138,107
XLOC_012862,14,4,32,11,18,21
XLOC_012861,34,36,48,35,40,34
XLOC_012860,2247,2390,2355,2430,2698,2705
XLOC_012869,0,0,0,0,0,0
XLOC_012868,18,32,44,18,27,17
XLOC_000369,9824,10092,10058,9543,11201,10645
XLOC_000368,0,0,0,0,0,0
XLOC_000363,0,0,0,0,0,0
XLOC_000362,84,45,84,70,111,80
XLOC_000361,0,0,0,0,0,0
XLOC_000360,219,397,287,242,252,321
XLOC_000367,478,448,521,531,569,462
XLOC_000366,127,120,119,121,124,114
XLOC_000365,0,0,0,0,0,0
XLOC_000364,1,1,1,2,3,2
